10.681053,10.410356,10.438547,10.410958,10.634616,11.136379,11.845336,12.710993,14.138412,15.895826,20.278917,23.615908
10.681053,10.410356,10.438547,10.410958,10.634616,11.136379,11.845336,12.710993,14.138412,15.895826,20.278917,23.615908
10.633020,10.463630,10.202342,10.476236,10.697829,11.194293,11.833168,12.575619,13.572181,15.168266,18.937747,20.943170
10.633020,10.463630,10.202342,10.476236,10.697829,11.194293,11.833168,12.575619,13.572181,15.168266,18.937747,20.943170
10.661645,10.332862,10.223594,10.416120,10.859343,11.110346,11.979173,12.768093,13.926712,15.692286,19.563926,22.718511
10.661645,10.332862,10.223594,10.416120,10.859343,11.110346,11.979173,12.768093,13.926712,15.692286,19.563926,22.718511
10.670900,10.489359,10.316504,10.588406,10.866491,11.258578,12.031250,12.695340,14.185465,15.366075,20.005449,22.748386
10.670900,10.489359,10.316504,10.588406,10.866491,11.258578,12.031250,12.695340,14.185465,15.366075,20.005449,22.748386
10.745316,10.339232,10.266344,10.555619,10.823995,11.302860,12.288287,13.129621,14.235494,16.022888,20.456511,22.720373
10.745316,10.339232,10.266344,10.555619,10.823995,11.302860,12.288287,13.129621,14.235494,16.022888,20.456511,22.720373
10.745316,10.339232,10.266344,10.555619,10.823995,11.302860,12.288287,13.129621,14.235494,16.022888,20.456511,22.720373
